file_scan	perm	uid	gid	size	size_on_disk	blocks	atime	mtime	ctime	inode	file_name
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013467936	1013467936	1269555511	4389485434	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1891/time/TRK1891.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837457	944766893	1559418386	4373783792	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1809/depth/TRK1809.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013466960	1013466960	1269555484	4373783789	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1809/time/TRK1809.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837460	944767267	1559418395	4386360125	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1899/depth/TRK1899.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013468022	1013468022	1269555514	4386360126	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1899/time/TRK1899.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837460	944767242	1559418394	4386827077	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1893/depth/TRK1893.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013467958	1013467958	1269555512	4386827080	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1893/time/TRK1893.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837453	944766413	1559418377	4390619600	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1693/depth/TRK1693.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013462134	1013462134	1269555479	4386572284	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1693/time/TRK1693.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837456	944766777	1559418385	4381129105	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1781/depth/TRK1781.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013466642	1013466642	1269555421	4381129102	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1781/time/TRK1781.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837460	944767217	1559418394	4386328178	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1887/depth/TRK1887.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013467892	1013467892	1269555510	4386328179	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1887/time/TRK1887.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837459	944767167	1559418393	4386357202	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1875/depth/TRK1875.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013467767	1013467767	1269555506	4386357205	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1875/time/TRK1875.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837463	944767583	1559418399	4387623466	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1975/depth/TRK1975.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25313	1013468845	1013468845	1269555539	4387623468	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1975/time/TRK1975.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837455	944766743	1559418384	4379766779	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1773/depth/TRK1773.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013466558	1013466558	1269555419	4379766782	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1773/time/TRK1773.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8626176	8626176	20545	1665837464	944767700	1559418403	4385355299	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK2003/depth/TRK2003.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10555392	10559488	25185	1013469145	1013469145	1269555548	4385355302	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK2003/time/TRK2003.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837459	944767117	1559418391	4387943805	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1863/depth/TRK1863.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013467640	1013467640	1269555502	4387943808	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1863/time/TRK1863.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8626176	8626176	20545	1665837461	944767342	1559418396	4381939885	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1917/depth/TRK1917.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10555392	10559488	25185	1013468212	1013468212	1269555520	4381939888	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1917/time/TRK1917.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837453	944766471	1559418378	4381956204	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1707/depth/TRK1707.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013462273	1013462273	1269555396	4381956203	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1707/time/TRK1707.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8626176	8626176	20545	1665837459	944767109	1559418390	4384983151	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1861/depth/TRK1861.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10555392	10559488	25185	1013467619	1013467619	1269555502	4384983154	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1861/time/TRK1861.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837460	944767250	1559418395	4386385603	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1895/depth/TRK1895.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013467979	1013467979	1269555512	4386385604	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1895/time/TRK1895.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837463	944767592	1559418399	4381986232	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1977/depth/TRK1977.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013468867	1013468867	1269555540	4381986231	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1977/time/TRK1977.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8654848	8658944	20609	1665837453	944766405	1559418376	4386557560	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1691/depth/TRK1691.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10588160	10592256	25377	1013462115	1013462115	1269555478	4386557563	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1691/time/TRK1691.vt
ifs.am.cal.backup.apps.sss	33261	829	829	8626176	8626176	20545	1665837461	944767433	1559418397	4384985954	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1939/depth/TRK1939.vt
ifs.am.cal.backup.apps.sss	33188	829	829	10555392	10559488	25185	1013468451	1013468451	1269555528	4384985957	./3dzui/V8.4.1/data/BiggieMax/tutorial/TRK1939/time/TRK1939.vt
